InventoryID,Glottocode,ISO6393,GlottologName,PhoibleName,SpecificDialect,Source,family_id,level,status,latitude,longitude,country_ids,macroarea,Uvulars,Marginal_Uvular,Ejectives,Marginal_Ejective
1,kore1280,kor,Korean,Korean,NA,spa,kore1284,language,safe,37.5,128,CN KP KR RU,Eurasia,NA,NA,NA,NA
2,kett1243,ket,Ket,Ket,NA,spa,yeni1252,language,definitely endangered,63.7551,87.5466,RU,Eurasia,1,NA,NA,NA
3,lakk1252,lbe,Lak,Lak,NA,spa,nakh1245,language,vulnerable,42.1328,47.0809,AZ GE KZ RU UA,Eurasia,12,NA,10,NA
4,kaba1278,kbd,Kabardian,Kabardian,NA,spa,abkh1242,language,vulnerable,43.5082,43.3918,RU TR,Eurasia,8,NA,10,NA
5,nucl1302,kat,Georgian,Georgian,NA,spa,kart1248,language,safe,41.850397,43.78613,AM AZ GE IR RU TR,Eurasia,3,NA,6,NA
6,buru1296,bsk,Burushaski,Burushaski,NA,spa,,language,definitely endangered,36.2161,74.8236,IN PK,Eurasia,4,NA,NA,NA
7,kuru1302,kru,Kurukh,Kurukh,NA,spa,drav1251,language,vulnerable,24.4644,86.4657,BD BT IN,Eurasia,1,NA,NA,NA
8,telu1262,tel,Telugu,Telugu,NA,spa,drav1251,language,safe,16.4529,78.7024,IN,Eurasia,NA,NA,NA,NA
9,kota1263,kfe,Kota (India),Kota,NA,spa,drav1251,language,definitely endangered,11.4978,76.9387,IN,Eurasia,NA,NA,NA,NA
10,mund1320,unr,Mundari,Mundari,NA,spa,aust1305,language,safe,25.0391,87.1792,BD IN NP,NA,NA,NA,NA,NA
11,khar1287,khr,Kharia,Kharia,NA,spa,aust1305,language,vulnerable,22.3571,84.3922,IN NP,Eurasia,NA,NA,NA,NA
12,khas1269,kha,Khasi,Khasi,NA,spa,aust1305,language,vulnerable,24.977,91.9998,BD IN,Eurasia,NA,NA,NA,NA
13,seda1262,sed,Sedang,Sedang,NA,spa,aust1305,language,safe,14.7793,108.027,LA VN,Eurasia,NA,NA,NA,NA
14,cent1989,khm,Central Khmer,Cambodian,NA,spa,aust1305,language,safe,12.0515,105.015,KH LA TH VN,Eurasia,NA,NA,NA,NA
15,viet1252,vie,Vietnamese,Vietnamese,NA,spa,aust1305,language,safe,20.681188,105.774071,CN LA VN,Eurasia,NA,NA,NA,NA
16,mand1415,cmn,Mandarin Chinese,Mandarin Chinese,NA,spa,sino1245,language,safe,40.0209,116.228,CN KP LA MM MN RU TW VN,Eurasia,1,NA,NA,NA
17,wuch1236,wuu,Wu Chinese,Wu,NA,spa,sino1245,language,safe,29.8621,119.682,CN,Eurasia,NA,NA,NA,NA
18,hakk1236,hak,Hakka Chinese,Hakka,NA,spa,sino1245,language,safe,25,116,CN TW,Eurasia,NA,NA,NA,NA
19,yuec1235,yue,Yue Chinese,Cantonese,NA,spa,sino1245,language,safe,23,113,CN VN,Eurasia,NA,NA,NA,NA
20,iumi1238,ium,Iu Mien,Yao,NA,spa,hmon1336,language,safe,20.83,101.17,CN LA MM TH VN,Eurasia,NA,NA,NA,NA
21,nyis1236,njz,Nyishi-Hill Miri,Dafla,NA,spa,sino1245,language,definitely endangered,27.278263,93.675529,IN,Eurasia,NA,NA,NA,NA
22,nucl1310,mya,Burmese,Burmese,NA,spa,sino1245,language,definitely endangered,20.7926,93.9665,BD MM TH,Eurasia,NA,NA,NA,NA
23,lahu1253,lhu,Lahu,Lahu,NA,spa,sino1245,language,safe,21.2701,100.214,CN LA MM TH VN,Eurasia,2,NA,NA,NA
24,garo1247,grt,Garo,Garo,NA,spa,sino1245,language,vulnerable,25.2954,90.462,BD IN,Eurasia,NA,NA,NA,NA
25,sgaw1245,ksw,S'gaw Karen,Karen,NA,spa,sino1245,language,safe,17.9872,97.7126,MM TH,Eurasia,NA,NA,NA,NA
26,lakk1238,lbc,Lakkia,Lakkia,NA,spa,taik1256,language,definitely endangered,24.1169,110.106,CN,Eurasia,NA,NA,NA,NA
27,thai1261,tha,Thai,Thai,NA,spa,taik1256,language,safe,14.192,100.671,KH MM TH,Eurasia,NA,NA,NA,NA
28,bouy1240,pcc,Bouyei,Yay,NA,spa,taik1256,language,safe,24.8484,106.187,CN VN,Eurasia,NA,NA,NA,NA
29,east2563,cjm,Eastern Cham,Cham,NA,spa,aust1307,language,vulnerable,11.2853,108.49,VN,Eurasia,NA,NA,NA,NA
30,atay1247,tay,Atayal,Atayal,NA,spa,aust1307,language,vulnerable,24.5209,121.388,TW,Papunesia,1,NA,NA,NA
31,plat1254,plt,Plateau Malagasy,Malagasy,NA,spa,aust1307,language,safe,-19.5907,47.1211,MG,Africa,NA,NA,NA,NA
32,stan1306,zsm,Standard Malay,Malay,NA,spa,aust1307,language,safe,3.08896,101.699,BN MY SG,Eurasia,NA,NA,NA,NA
33,bata1289,bbc,Batak Toba,Batak,NA,spa,aust1307,language,vulnerable,2.35498,99.1761,ID,Papunesia,1,NA,NA,NA
34,saba1265,snv,Sa'ban,Sa'ban,NA,spa,aust1307,language,vulnerable,3.58723,115.664,ID MY,Papunesia,NA,NA,NA,NA
35,sund1252,sun,Sundanese,Sundanese,NA,spa,aust1307,language,safe,-6.89708,107.106,ID,Papunesia,NA,NA,NA,NA
36,java1254,jav,Javanese,Javanese,NA,spa,aust1307,language,safe,-0.572307,110.885,ID MY,NA,NA,NA,NA,NA
37,taga1270,tgl,Tagalog,Tagalog,NA,spa,aust1307,language,safe,14.06,121.747,PH,Papunesia,NA,NA,NA,NA
38,cham1312,cha,Chamorro,Chamorro,NA,spa,aust1307,language,vulnerable,13.438011,144.74474,GU MP,Papunesia,NA,NA,NA,NA
39,iaai1238,iai,Iaai,Iai,NA,spa,aust1307,language,vulnerable,-20.6301,166.59,NC,Papunesia,NA,NA,NA,NA
40,kali1299,khl,Kaliai,Kaliai,NA,spa,aust1307,dialect,safe,NA,NA,,Papunesia,NA,NA,NA,NA
41,adze1240,adz,Adzera,Adzera,NA,spa,aust1307,language,vulnerable,-6.39394,146.294,PG,Papunesia,NA,NA,NA,NA
42,maor1246,mri,Maori,Maori,NA,spa,aust1307,language,definitely endangered,-38.2881,176.541,NZ,Papunesia,NA,NA,NA,NA
43,hawa1245,haw,Hawaiian,Hawaiian,NA,spa,aust1307,language,severely endangered,19.6297,-155.43,US,Papunesia,NA,NA,NA,NA
44,anta1253,ant,Antakarinya,Western Desert,NA,spa,pama1250,language,severely endangered,-27.1152,134.838,AU,Australia,NA,NA,NA,NA
45,nyan1301,nna,Nyangumarta,Nyangumata,NA,spa,pama1250,language,definitely endangered,-20.6271,121.391,AU,Australia,NA,NA,NA,NA
46,kunj1245,kjn,Kunjen,Kunjen,NA,spa,pama1250,language,critically endangered,-16.6807,143.53,AU,Australia,NA,NA,NA,NA
47,mara1386,zmr,Maranunggu,Maranungku,NA,spa,west2434,language,critically endangered,-13.6754,130.12,AU,Australia,NA,NA,NA,NA
48,maun1240,mph,Mawng,Maung,NA,spa,iwai1246,language,vulnerable,-11.8393,133.185,AU,NA,NA,NA,NA,NA
49,nung1290,nuy,Wubuy,Nunggubuyu,NA,spa,gunw1250,language,definitely endangered,-14.2623,135.753,AU,Australia,NA,NA,NA,NA
50,alaw1244,alh,Alawa,Alawa,NA,spa,mang1423,language,critically endangered,-15.5458,134.282,AU,Australia,NA,NA,NA,NA
51,wikm1247,wim,Wik-Mungkan,Wik-Munkan,NA,spa,pama1250,language,definitely endangered,-13.98051,141.81611,AU,Australia,NA,NA,NA,NA
52,nucl1632,set,Sentani,Sentani,NA,spa,sent1261,language,safe,-2.6013,140.512,ID,Papunesia,NA,NA,NA,NA
53,kwom1262,kmo,Kwoma,Washkuk,NA,spa,sepi1257,language,definitely endangered,-4.08721,142.664,PG,Papunesia,NA,NA,NA,NA
54,tamn1235,tml,Tamnim Citak,Asmat,NA,spa,nucl1709,language,safe,-5.57962,139.233,ID,Papunesia,NA,NA,NA,NA
55,tele1256,tlf,Telefol,Telefol,NA,spa,nucl1709,language,definitely endangered,-5.07444,141.731,PG,Papunesia,NA,NA,NA,NA
56,gads1258,gaj,Gadsup,Gadsup,NA,spa,nucl1709,language,safe,-6.31631,145.997,PG,Papunesia,NA,NA,NA,NA
57,awiy1238,auy,Awiyaana,Auyana,NA,spa,nucl1709,language,safe,-6.54079,145.76,PG,Papunesia,NA,NA,NA,NA
58,kuni1267,kup,Kunimaipa,Kunimaipa,NA,spa,goil1242,language,safe,-8.09371,146.908,PG,Papunesia,1,NA,NA,NA
59,sele1250,spl,Selepet,Selepet,NA,spa,nucl1709,language,safe,-6.03532,147.234,PG,Papunesia,NA,NA,NA,NA
60,naas1242,nas,Naasioi,Nasioi,NA,spa,sout2948,language,safe,-6.46022,155.632,PG,Papunesia,NA,NA,NA,NA
61,aleu1260,ale,Aleut,Aleut,NA,spa,eski1264,language,definitely endangered,52.1228,-174.29,RU US,North America,3,NA,NA,NA
62,kala1399,kal,Kalaallisut,Inuit,NA,spa,eski1264,language,vulnerable,69.3761,-52.864,GL,North America,6,NA,NA,NA
63,chip1261,chp,Chipewyan,Chipewyan,NA,spa,atha1245,language,definitely endangered,58.3637,-110.832,CA,NA,NA,NA,7,NA
64,tolo1259,tol,Tolowa-Chetco,Chasta Costa,NA,spa,atha1245,language,extinct,41.9192,-124.1,US,North America,NA,NA,6,NA
65,hupa1239,hup,Hupa,Hupa,NA,spa,atha1245,language,critically endangered,41.0982,-123.68,US,North America,3,NA,8,NA
66,nava1243,nav,Navajo,Navaho,NA,spa,atha1245,language,safe,36.2106,-110.082,US,North America,NA,NA,5,NA
67,sout2956,hax,Southern Haida,Haida,NA,spa,haid1248,language,critically endangered,53.2616,-132.008,CA,North America,8,NA,8,NA
68,squa1248,squ,Squamish,Squamish,NA,spa,sali1255,language,critically endangered,49.3231,-123.014,CA,North America,6,NA,9,NA
69,sout2965,slh,Southern Puget Sound Salish,Salish,NA,spa,sali1255,language,definitely endangered,47.263,-122.141,US,North America,6,NA,9,NA
70,nuuc1236,nuk,Nuu-chah-nulth,Nootka,NA,spa,waka1280,language,critically endangered,49.67,-126.67,US,North America,6,NA,9,NA
71,kwak1269,kwk,Kwak'wala,Kwakiutl,NA,spa,waka1280,language,definitely endangered,50.9269,-127.308,CA US,North America,8,NA,8,NA
72,east2542,ojg,Eastern Ojibwa,Ojibwa,NA,spa,algi1248,language,definitely endangered,45.0112,-79.7503,CA,North America,NA,NA,NA,NA
73,unam1242,unm,Unami,Delaware,NA,spa,algi1248,language,extinct,35.0264,-98.3201,US,North America,NA,NA,NA,NA
74,wich1260,wic,Wichita,Wichita,NA,spa,cadd1255,language,extinct,35.0665,-98.1831,US,North America,NA,NA,2,NA
75,lako1247,lkt,Lakota,Dakota,NA,spa,siou1252,language,definitely endangered,46.3699,-103.95,CA US,North America,NA,NA,7,NA
76,sene1264,see,Seneca,Seneca,NA,spa,iroq1247,language,critically endangered,42.56,-77.53,CA US,North America,NA,NA,NA,NA
77,onei1249,one,Oneida,Oneida,NA,spa,iroq1247,language,definitely endangered,43.438742,-75.708106,CA US,North America,NA,NA,NA,NA
78,yuch1247,yuc,Yuchi,Yuchi,NA,spa,,language,critically endangered,35.96146,-95.03933,US,NA,NA,NA,9,NA
79,alab1237,akz,Alabama,Alabama,NA,spa,musk1252,language,definitely endangered,30.76738,-94.62848,US,North America,NA,NA,NA,NA
80,tuni1252,tun,Tunica,Tunica,NA,spa,,language,extinct,30.9888,-92.5403,US,North America,NA,NA,NA,NA
81,nezp1238,nez,Nez Perce,Nez Perce,NA,spa,saha1239,language,critically endangered,46.3073,-116.408,US,North America,3,NA,5,NA
82,nort2952,nmu,Northeast Maidu,Maidu,NA,spa,maid1262,language,extinct,40.4102,-120.645,US,North America,NA,NA,4,NA
83,copa1236,zoc,Copainalá Zoque,Zoque,NA,spa,mixe1284,language,definitely endangered,17.2157,-93.3183,MX,North America,NA,NA,NA,NA
84,papa1238,top,Papantla Totonac,Totonac,NA,spa,toto1251,language,safe,20.5671,-97.2554,MX,North America,2,NA,NA,NA
85,taba1266,chf,Tabasco Chontal,Chontal,NA,spa,maya1287,language,vulnerable,18.1713,-92.7367,MX,North America,NA,NA,5,NA
86,tzel1254,tzh,Tzeltal,Tzeltal,NA,spa,maya1287,language,safe,16.6384,-92.2786,MX,North America,NA,NA,5,NA
87,pure1242,tsz,Purepecha,Tarascan,NA,spa,tara1323,language,definitely endangered,19.2467,-101.631,MX US,North America,NA,NA,NA,NA
88,karo1304,kyh,Karok,Karok,NA,spa,,language,critically endangered,41.8228,-123.315,US,North America,NA,NA,NA,NA
89,sout2982,pom,Southeastern Pomo,Pomo,NA,spa,pomo1273,language,extinct,38.9354,-122.599,US,North America,3,NA,6,NA
90,kumi1248,dih,Tipai,Digueno,NA,spa,coch1271,language,severely endangered,32.331,-116.604,MX US,North America,1,NA,NA,NA
91,zuni1245,zun,Zuni,Zuni,NA,spa,,language,definitely endangered,35.0056,-108.782,US,North America,NA,NA,12,NA
92,picu1248,twf,Picuris Northern Tiwa,Tiwa,NA,spa,kiow1265,language,safe,37.083011,-105.267144,US,North America,NA,NA,4,NA
93,tewa1260,tew,Rio Grande Tewa,Tewa,NA,spa,kiow1265,language,definitely endangered,35.9053,-106.124,US,North America,2,NA,6,NA
94,luis1253,lui,Luiseno,Luiseno,NA,spa,utoa1244,language,extinct,33.3184,-116.939,US,North America,2,NA,NA,NA
95,hopi1249,hop,Hopi,Hopi,NA,spa,utoa1244,language,definitely endangered,35.7653,-110.535,US,North America,2,NA,NA,NA
96,toho1245,ood,Tohono O'odham,Pima,NA,spa,utoa1244,language,vulnerable,31.7973,-111.995,MX US,North America,NA,NA,NA,NA
97,mezq1235,ote,Mezquital Otomi,Otomi,NA,spa,otom1299,language,safe,20.2274,-99.5564,MX US,North America,NA,NA,6,NA
98,cent2144,maz,Central Mazahua,Mazahua,NA,spa,otom1299,language,definitely endangered,19.7357,-100.018,MX,North America,NA,NA,6,NA
99,chiq1250,maq,Chiquihuitlán Mazatec,Mazateco,NA,spa,otom1299,language,definitely endangered,18.0541,-96.6659,MX,North America,NA,NA,NA,NA
100,sanm1295,mig,San Miguel El Grande Mixtec,Mixtec,NA,spa,otom1299,language,vulnerable,17.0777,-97.5432,MX,NA,NA,NA,NA,NA
101,chac1249,cbi,Cha'palaa,Cayapa,NA,spa,barb1265,language,definitely endangered,0.71489,-79.0508,EC,South America,NA,NA,NA,NA
102,paez1247,pbb,Páez,Paez,NA,spa,,language,vulnerable,2.61516,-76.3125,CO,South America,NA,NA,NA,NA
103,iton1250,ito,Itonama,Itonama,NA,spa,,language,critically endangered,-12.80431,-64.35748,BO,South America,NA,NA,3,NA
104,sout2991,quh,South Bolivian Quechua,Quechua,NA,spa,quec1387,language,safe,-20.9201,-66.3331,AR BO CL,South America,3,NA,5,NA
105,jaqa1244,jqr,Jaqaru,Aymara,NA,spa,ayma1253,language,definitely endangered,-12.8823,-75.8958,PE,NA,3,NA,8,NA
106,mapu1245,arn,Mapudungun,Araucanian,NA,spa,arau1255,language,definitely endangered,-38.7392,-71.277,AR CL,South America,NA,NA,NA,NA
107,isla1278,crb,Island Carib,Island Carib,NA,spa,araw1281,language,extinct,15.364795,-61.342957,DO,North America,NA,NA,NA,NA
108,wapi1253,wap,Wapishana,Wapishana,NA,spa,araw1281,language,vulnerable,2.58744,-59.8021,BR GY,South America,NA,NA,NA,NA
109,wayu1243,guc,Wayuu,Goajiro,NA,spa,araw1281,language,vulnerable,11.395566,-72.199791,CO VE,South America,NA,NA,NA,NA
110,asha1243,cni,Asháninka,Campa,NA,spa,araw1281,language,vulnerable,-11.9311,-73.9073,PE,South America,NA,NA,NA,NA
111,igna1246,ign,Ignaciano,Moxo,NA,spa,araw1281,language,definitely endangered,-15.1188,-65.3993,BO,South America,NA,NA,NA,NA
112,yane1238,ame,Yanesha',Amuesha,NA,spa,araw1281,language,definitely endangered,-10.5454,-75.315,PE,South America,NA,NA,NA,NA
113,shua1257,jiv,Shuar,Jivaro,NA,spa,jiva1245,language,vulnerable,-3.45136,-78.1892,EC PE,South America,NA,NA,1,NA
114,waim1255,bao,Waimaha,Barasano,NA,spa,tuca1253,language,definitely endangered,0.30416,-70.1644,BR CO,South America,NA,NA,NA,NA
115,ticu1245,tca,Ticuna,Ticuna,NA,spa,ticu1244,language,vulnerable,-3.66289,-69.8723,BR CO PE,South America,NA,NA,NA,NA
116,gali1262,car,Galibi Carib,Carib,NA,spa,cari1283,language,definitely endangered,5.83772,-56.8323,BR GF GY SR VE,South America,NA,NA,NA,NA
117,ocai1244,oca,Ocaina,Ocaina,NA,spa,huit1251,language,critically endangered,-2.159,-72.1422,CO PE,South America,NA,NA,NA,NA
118,siri1273,srq,Sirionó,Siriono,NA,spa,tupi1275,language,critically endangered,-15.5298,-63.9688,BO,South America,NA,NA,NA,NA
119,para1311,gug,Paraguayan Guaraní,Guarani,NA,spa,tupi1275,language,safe,-25.60551,-57.08816,AR PY,South America,NA,NA,NA,NA
120,amah1246,amc,Amahuaca,Amahuaca,NA,spa,pano1259,language,severely endangered,-10.2012,-72.3208,BR PE,South America,NA,NA,NA,NA
121,chac1251,cao,Chácobo,Chacobo,NA,spa,pano1259,language,vulnerable,-12.133,-66.7164,BO,South America,NA,NA,NA,NA
122,apin1244,apn,Apinayé,Apinaye,NA,spa,nucl1710,language,definitely endangered,-6.10774,-47.6315,BR,South America,NA,NA,NA,NA
123,tach1250,shi,Tachelhit,Shilha,NA,spa,afro1255,language,safe,29.7854,-7.77879,DZ MA,Africa,NA,NA,NA,NA
124,haus1257,hau,Hausa,Hausa,NA,spa,afro1255,language,safe,11.1513,8.7804,BF BJ CM NE NG TD,Africa,NA,NA,3,NA
125,ngas1240,anc,Ngas,Angas,NA,spa,afro1255,language,safe,9.32042,9.46146,NG,Africa,NA,NA,NA,NA
126,marg1265,mrt,Marghi Central,Margi,NA,spa,afro1255,language,safe,10.93854,13.0521,NG,Africa,NA,NA,NA,NA
127,soma1255,som,Somali,Somali,NA,spa,afro1255,language,safe,4.778704,45.152856,DJ ET KE SO,Africa,2,NA,NA,NA
128,awng1244,awn,Awngi,Awiya,NA,spa,afro1255,language,safe,10.9819,36.6916,ET,Africa,4,NA,NA,NA
129,iraq1241,irk,Iraqw,Iraqw,NA,spa,afro1255,language,safe,-4.19948,35.2939,TZ,Africa,2,NA,2,NA
130,tigr1270,tig,Tigre,Tigre,NA,spa,afro1255,language,safe,17.3494,38.2233,ER SD,Africa,NA,NA,8,NA
131,amha1245,amh,Amharic,Amharic,NA,spa,afro1255,language,safe,11.708182,39.543456,DJ ET,Africa,NA,NA,10,NA
132,egyp1253,arz,Egyptian Arabic,Egyptian Arabic,NA,spa,afro1255,language,safe,31,31,EG IL LY,Africa,6,NA,NA,NA
133,moro1292,ary,Moroccan Arabic,Moroccan Arabic,NA,spa,afro1255,language,safe,32.5,-7.5,DZ EH MA,Africa,9,NA,NA,NA
134,malt1254,mlt,Maltese,Maltese,NA,spa,afro1255,language,safe,35.8884,14.4508,MT,Eurasia,NA,NA,NA,NA
135,hebr1245,heb,Modern Hebrew,Modern Hebrew,NA,spa,afro1255,language,safe,31.1056,35.0179,IL JO LB PS SY,Eurasia,1,NA,NA,NA
136,katc1250,xtc,Katcha,Katcha,NA,spa,kadu1256,dialect,safe,NA,NA,,Africa,NA,NA,NA,NA
137,libe1247,xpe,Liberia Kpelle,Kpelle,NA,spa,mand1469,language,safe,6.92048,-9.96128,GN LR,Africa,NA,NA,NA,NA
138,nucl1347,wol,Wolof,Wolof,NA,spa,atla1278,language,safe,15.2534,-15.383,GM GW ML MR SN,Africa,2,NA,NA,NA
139,dagb1246,dag,Dagbani,Dagbani,NA,spa,atla1278,language,safe,9.64745,-0.43227,GH TG,Africa,NA,NA,NA,NA
140,akan1250,aka,Akan,Akan,NA,spa,atla1278,language,safe,6.34756,-1.33254,GH TG,Africa,NA,NA,NA,NA
141,gaaa1244,gaa,Ga,Ga,NA,spa,atla1278,language,safe,5.65488,-0.18598,GH,Africa,NA,NA,NA,NA
142,ewee1241,ewe,Ewe,Ewe,NA,spa,atla1278,language,safe,6.46061,0.814975,GH TG,Africa,NA,NA,NA,NA
143,nucl1417,ibo,Igbo,Igbo,NA,spa,atla1278,language,safe,4.62705,7.23441,NG,Africa,NA,NA,NA,NA
144,beem1239,beq,Beembe,Beembe,NA,spa,atla1278,language,safe,-3.95895,14.1,CG,Africa,NA,NA,NA,NA
145,swah1253,swh,Swahili,Swahili,NA,spa,atla1278,language,definitely endangered,-8.25605,37.624,BI KE MZ RW SO TZ UG,Africa,NA,NA,NA,NA
146,luva1239,lue,Luvale,Luvale,NA,spa,atla1278,language,safe,-13.5382,22.2924,AO ZM,Africa,NA,NA,NA,NA
147,zulu1248,zul,Zulu,Zulu,NA,spa,atla1278,language,safe,-25.3305,31.3512,BW LS MZ SZ ZA,NA,NA,NA,6,NA
148,gbay1287,gbp,Gbaya-Bossangoa,Gbeya,NA,spa,atla1278,language,safe,6.61896,17.645,CF,Africa,NA,NA,NA,NA
149,koyr1242,ses,Koyraboro Senni Songhai,Songhai,NA,spa,song1307,language,safe,16.9634,-0.55187,ML NE,Africa,NA,NA,NA,NA
150,cent2050,knc,Central Kanuri,Kanuri,NA,spa,saha1256,language,safe,11.8863,16.3918,CM NE NG SD TD,NA,NA,NA,NA,NA
151,lugb1240,lgg,Lugbara,Logbara,NA,spa,cent2225,language,safe,3.02245,30.8642,CD UG,Africa,NA,NA,NA,NA
152,nobi1240,fia,Nobiin,Mahas-Fiyadikka,NA,spa,nubi1251,language,vulnerable,22.8142,31.8376,EG SD,Africa,NA,NA,NA,NA
153,luok1236,luo,Luo (Kenya and Tanzania),Luo,NA,spa,nilo1247,language,safe,-0.93296,34.4896,KE TZ,Africa,NA,NA,NA,NA
154,masa1300,mas,Masai,Maasai,NA,spa,nilo1247,language,extinct,-3.1419,36.4573,KE TZ,Africa,NA,NA,NA,NA
155,nama1265,naq,Nama,Nama,NA,spa,khoe1240,dialect,safe,NA,NA,,Africa,NA,NA,NA,NA
156,iris1253,gle,Irish,Irish Gaelic,NA,spa,indo1319,language,definitely endangered,53.2186,-7.61509,GB IE,Eurasia,NA,NA,NA,NA
157,bret1244,bre,Breton,Breton,NA,spa,indo1319,language,safe,48.2452,-3.78934,FR,Eurasia,NA,NA,NA,NA
158,icel1247,isl,Icelandic,Icelandic,NA,spa,indo1319,language,safe,63.4837,-19.0212,IS,Eurasia,NA,NA,NA,NA
159,norw1259,nob,Norwegian Bokmål,Norwegian,NA,spa,indo1319,dialect,safe,61.112,8.886,NO,Eurasia,NA,NA,NA,NA
160,stan1293,eng,English,English,NA,spa,indo1319,language,safe,53,-1,AU BM BR BZ CA CK CU DO FK GB GI GP GT GY HN IE KY LR MX NF PN SH SR US VE ZA,Eurasia,NA,NA,NA,NA
161,stan1295,deu,German,German,NA,spa,indo1319,language,safe,48.649,12.4676,AT BE CH CZ DE DK FR HU IT LI LU NL PL RO SI SK,Eurasia,1,NA,NA,NA
162,stan1290,fra,French,French,NA,spa,indo1319,language,safe,48,2,AD BE CA CH FR GF IT LU MC PM US,Eurasia,1,NA,NA,NA
163,port1283,por,Portuguese,Portuguese,NA,spa,indo1319,language,safe,39.91,-8.1,AD AR BO BR CO ES FR GF GY PE PT PY SR UY VE,Eurasia,NA,NA,NA,NA
164,stan1288,spa,Spanish,Spanish,NA,spa,indo1319,language,safe,40.4414,-1.11788,AD AR BO BR BZ CL CO CR CU DO EC ES FR GI GT GY HN HT MA MX NI PA PE PR PT PY SV US UY VE,Eurasia,NA,NA,NA,NA
165,roma1327,ron,Romanian,Rumanian,NA,spa,indo1319,language,safe,46.3913,24.2256,BG HU MD RO RS UA,Eurasia,NA,NA,NA,NA
166,russ1263,rus,Russian,Russian,NA,spa,indo1319,language,critically endangered,59,50,BY CN EE FI GE KG KP KZ LT LV MD MN NO PL RO RU TM UA UZ,Eurasia,NA,NA,NA,NA
167,bulg1262,bul,Bulgarian,Bulgarian,NA,spa,indo1319,language,definitely endangered,43.3646,25.047,BG GR MD MK RO RS TR UA,Eurasia,NA,NA,NA,NA
168,lith1251,lit,Lithuanian,Lithuanian,NA,spa,indo1319,language,safe,55.1429,23.9601,BY LT LV PL RU,Eurasia,NA,NA,NA,NA
169,tosk1239,als,Northern Tosk Albanian,Albanian,NA,spa,indo1319,language,safe,41,20,AL GR MK,Eurasia,NA,NA,NA,NA
170,mode1248,ell,Modern Greek,Modern Greek,NA,spa,indo1319,language,severely endangered,42.3224,24.8699,AL BG CY EG GR IT MK RO TR UA,NA,NA,NA,NA,NA
171,nucl1235,hye,Eastern Armenian,Armenian,NA,spa,indo1319,language,definitely endangered,40,45,AM AZ GE IR SY TR,Eurasia,2,NA,5,NA
172,west2369,pes,Western Farsi,Persian,NA,spa,indo1319,language,safe,28.659300000000002,55.1586,AF AZ IQ IR TM TR,NA,2,NA,NA,NA
173,cent1973,pst,Central Pashto,Pashto,NA,spa,indo1319,language,safe,31.9153,69.4529,AF PK,Eurasia,2,NA,NA,NA
174,kash1277,kas,Kashmiri,Kashimiri,NA,spa,indo1319,language,safe,34.166825,74.330455,IN PK,Eurasia,NA,NA,NA,NA
175,panj1256,pan,Eastern Panjabi,Punjabi,NA,spa,indo1319,language,safe,30.0368,75.6702,BD IN PK,Eurasia,NA,NA,NA,NA
176,hind1269,hin,Hindi,Hindi-Urdu,NA,spa,indo1319,language,safe,25,77,BD BT IN NP,Eurasia,4,NA,NA,NA
177,beng1280,ben,Bengali,Bengali,NA,spa,indo1319,language,safe,24,90,BD IN NP,Eurasia,NA,NA,NA,NA
178,sinh1246,sin,Sinhala,Sinhalese,NA,spa,indo1319,language,safe,8,81,LK,Eurasia,NA,NA,NA,NA
179,basq1248,eus,Basque,Basque,NA,spa,,language,vulnerable,43.2787,-1.31622,ES FR,Eurasia,1,NA,NA,NA
180,finn1318,fin,Finnish,Finnish,NA,spa,ural1272,language,safe,64.7628,25.5577,EE FI NO RU SE,Eurasia,NA,NA,NA,NA
181,east2328,mhr,Eastern Mari,Cheremis,NA,spa,ural1272,language,vulnerable,55.8307,48.405,KZ RU,Eurasia,NA,NA,NA,NA
182,komi1268,kpv,Komi-Zyrian,Komi,NA,spa,ural1272,language,critically endangered,64.0527,54.946,RU,Eurasia,NA,NA,NA,NA
183,hung1274,hun,Hungarian,Hungarian,NA,spa,ural1272,language,severely endangered,46.9068585714,19.6555271429,AT HR HU RO RS SI SK UA,Eurasia,NA,NA,NA,NA
184,khan1273,kca,Kazym-Berezover-Suryskarer Khanty,Ostyak,NA,spa,ural1272,language,definitely endangered,62.4308,66.1218,RU,Eurasia,NA,NA,NA,NA
185,nene1249,yrk,Tundra Nenets,Yurak,NA,spa,ural1272,language,definitely endangered,66.1775,71.0234,RU,Eurasia,NA,NA,NA,NA
186,nucl1301,tur,Turkish,Turkish,NA,spa,turk1311,language,safe,39.8667,32.8667,AL AM AZ BG CY GE GR IQ IR MK SY TR,Eurasia,NA,NA,NA,NA
187,nort2697,azj,North Azerbaijani,Azerbaijani,NA,spa,turk1311,language,safe,40.9777,46.4737,AM AZ GE IR RU TR,Eurasia,NA,NA,NA,NA
188,kirg1245,kir,Kirghiz,Kirghiz,NA,spa,turk1311,language,safe,42,74,AF CN KG KZ TJ UZ,Eurasia,2,NA,NA,NA
189,chuv1255,chv,Chuvash,Chuvash,NA,spa,turk1311,language,vulnerable,55.487,47.163,EE KZ RU,Eurasia,NA,NA,NA,NA
190,yaku1245,sah,Sakha,Yakut,NA,spa,turk1311,language,vulnerable,61.6974,133.98,RU,Eurasia,NA,NA,NA,NA
