InventoryID,Glottocode,ISO6393,GlottologName,PhoibleName,SpecificDialect,Source,family_id,level,status,latitude,longitude,country_ids,macroarea,Uvulars,Marginal_Uvular,Ejectives,Marginal_Ejective
1452,dege1246,deg,Degema,Degema,NA,gm,atla1278,language,safe,4.73373,6.80991,NG,Africa,NA,NA,NA,NA
1453,ntch1242,bud,Ntcham,Basari,NA,gm,atla1278,language,safe,9.23971,0.599275,GH TG,Africa,NA,NA,NA,NA
1454,prin1242,pre,Principense,Principense,NA,gm,indo1319,language,severely endangered,1.614,7.392,ST,Africa,NA,NA,NA,NA
1455,nkon1248,nko,Nkonya,Nkonya,NA,gm,atla1278,language,safe,7.20316,0.3209,GH,Africa,NA,NA,NA,NA
1456,sodd1242,gru,Soddo,Soddo,NA,gm,afro1255,dialect,safe,NA,NA,,Africa,NA,NA,5,NA
1457,kist1241,gru,Kistane,Goggot,NA,gm,afro1255,language,safe,8.33561,38.4763,ET,Africa,NA,NA,5,NA
1458,mesq1240,mvz,Mesqan,Masqan,NA,gm,afro1255,language,safe,8.10617,38.3386,ET,Africa,NA,NA,5,NA
1459,seba1251,sgw,Sebat Bet Gurage,Muher,NA,gm,afro1255,language,safe,8.11879,37.9891,ET,Africa,NA,NA,5,NA
1460,ezha1238,sgw,Ezha,Ezha,NA,gm,afro1255,dialect,safe,NA,NA,,Africa,NA,NA,5,NA
1461,chah1248,sgw,Chaha,Chaha,NA,gm,afro1255,dialect,safe,NA,NA,,Africa,NA,NA,5,NA
1462,gume1239,sgw,Gumer,Gumer,NA,gm,afro1255,dialect,safe,NA,NA,,Africa,NA,NA,5,NA
1463,seba1251,sgw,Sebat Bet Gurage,Gura,NA,gm,afro1255,language,safe,8.11879,37.9891,ET,Africa,NA,NA,5,NA
1464,seba1251,sgw,Sebat Bet Gurage,Gyeto,NA,gm,afro1255,language,safe,8.11879,37.9891,ET,Africa,NA,NA,5,NA
1465,inor1238,ior,Inor,Ennemor,NA,gm,afro1255,language,safe,7.94883,37.7968,ET,NA,NA,NA,5,NA
1466,inor1238,ior,Inor,Endegen,NA,gm,afro1255,language,safe,7.94883,37.7968,ET,NA,NA,NA,5,NA
1467,inor1238,ior,Inor,Ener,NA,gm,afro1255,language,safe,7.94883,37.7968,ET,NA,NA,NA,5,NA
1468,dzuu1241,dnn,Dzùùngoo,Dzuungoo,NA,gm,mand1469,language,safe,11.3796,-4.92036,BF,Africa,NA,NA,NA,NA
1469,bagi1246,bmi,Bagirmi,Bagirmi,NA,gm,cent2225,language,safe,11.52392,14.769495,NG TD,Africa,NA,NA,NA,NA
1470,ngit1239,niy,Ngiti,Ngiti,NA,gm,cent2225,language,safe,1.30455,30.2242,CD UG,Africa,NA,NA,NA,NA
1471,ndal1241,ndh,Ndali,Chindali,NA,gm,atla1278,language,safe,-9.88948,33.6118,MW TZ,Africa,NA,NA,NA,NA
1472,meen1242,mym,Me'en,Me'en,NA,gm,surm1244,language,definitely endangered,6.63207,35.6255,ET,Africa,NA,NA,3,NA
1473,ngas1238,nsg,Ngasa,Ongamo,NA,gm,nilo1247,language,definitely endangered,-2.97716,37.528,TZ,Africa,NA,NA,NA,NA
1474,mbay1241,myb,Mbay,Mbay,NA,gm,cent2225,language,safe,8.23066,15.7328,CF NG TD,Africa,NA,NA,NA,NA
1475,gumu1244,guk,Northern Gumuz,Gumuz,Sese,gm,gumu1250,language,safe,11.05,35.93,ET SD,Africa,NA,NA,6,1
1476,sooo1256,teu,Soo,Soo,NA,gm,kuli1252,language,severely endangered,2.58367,34.7595,UG,Africa,NA,NA,NA,NA
1477,benc1235,bcq,Bench,Gimira,Benchnon,gm,gong1255,language,vulnerable,7.04682,35.7673,ET,Africa,NA,NA,8,NA
1478,benc1235,bcq,Bench,Bench,NA,gm,gong1255,language,vulnerable,7.04682,35.7673,ET,Africa,NA,NA,6,NA
1479,yems1235,jnj,Yemsa,Yemsa,NA,gm,gong1255,language,definitely endangered,7.79821,37.4412,ET,Africa,NA,NA,4,NA
1480,zays1236,zay,Zayse,Zayse,NA,gm,gong1255,dialect,safe,NA,NA,,Africa,NA,NA,3,NA
1481,gamo1243,gmv,Gamo,Gamo,NA,gm,gong1255,language,safe,6.27645,37.23808,ET,Africa,NA,NA,3,NA
1482,koor1239,kqy,Koorete,Koorete,NA,gm,gong1255,language,safe,5.8054500000000004,37.8679,ET,Africa,NA,NA,8,2
1483,aari1239,aiw,Aari,Aari,NA,gm,sout2845,language,safe,5.95034,36.5721,ET,Africa,1,NA,2,NA
1484,komo1258,xom,Komo (Sudan),Komo,NA,gm,koma1264,language,definitely endangered,8.94162,34.0939,ET SD,NA,NA,NA,4,NA
1485,uduk1239,udu,Uduk,Twampa,NA,gm,koma1264,language,safe,9.16012,34.2293,ET SD,Africa,NA,NA,4,NA
1486,opuu1239,lgn,T'apo,Opo,NA,gm,koma1264,language,definitely endangered,8.47526,33.853,ET SD,NA,NA,NA,3,NA
1487,kwam1249,kmq,Kwama,Kwama,NA,gm,koma1264,language,vulnerable,9.50836,34.2457,ET,NA,NA,NA,4,NA
1488,mayo1261,mdm,Mayogo,Mayogo,NA,gm,atla1278,language,safe,2.79827,27.8282,CD,Africa,NA,NA,NA,NA
1489,saam1283,lsm,Saamia,Lusaamia,NA,gm,atla1278,language,safe,0.3652,34.0335,KE UG,Africa,NA,NA,NA,NA
1490,sout2795,nnw,Southern Nuni,Nouni,NA,gm,atla1278,language,safe,11.5186,-2.14385,BF GH,Africa,NA,NA,NA,NA
1491,nort2795,nde,Zimbabwean Ndebele,Ndebele,NA,gm,atla1278,language,safe,-20.2513,27.4096,BW ZM ZW,Africa,NA,NA,7,NA
1492,saxw1241,sxw,Saxwe Gbe,"Saxwe, Gbe",NA,gm,atla1278,language,safe,6.58269,1.92015,BJ,Africa,NA,NA,NA,NA
1493,nari1240,loh,Narim,Laarim,NA,gm,surm1244,language,definitely endangered,4.80331,33.3312,SD,Africa,NA,NA,NA,NA
1494,bidy1244,bjg,Kangaki-Kagbaaga-Kajoko Bidyogo,Bijogo,NA,gm,atla1278,language,safe,11.1097,-16.1497,GW,Africa,NA,NA,NA,NA
1495,domp1238,doy,Dompo,Dompo,NA,gm,atla1278,language,severely endangered,8.182,-2.295,GH,Africa,NA,NA,NA,NA
1496,bamb1269,bam,Bambara,Bamana,Beledugu,gm,mand1469,language,safe,12.0401,-9.98949,CI GN ML SN,NA,NA,NA,NA,NA
1497,heib1243,hbn,Ebang,Heiban,NA,gm,heib1242,language,vulnerable,11.2908,30.5282,SD,Africa,NA,NA,NA,NA
1498,koya1253,kga,Koyaga,Koyaga,NA,gm,mand1469,language,safe,8.29177,-6.23255,CI,Africa,NA,NA,NA,NA
1499,shwa1239,shw,Shwai,Cwaya,NA,gm,heib1242,language,definitely endangered,11.2708,30.3533,SD,Africa,NA,NA,NA,NA
1500,gaaa1245,ttb,Gaa,Tiba,NA,gm,atla1278,language,definitely endangered,8.4809,11.9603,NG,Africa,NA,NA,NA,NA
1501,kuan1247,kua,Kuanyama,Kwanyama,NA,gm,atla1278,language,safe,-17.7176,16.58,AO NA,Africa,NA,NA,NA,NA
1502,mbal1255,lnb,Mbalanhu,Mbalanhu,NA,gm,atla1278,language,vulnerable,-19.593,16.617,NA,NA,NA,NA,NA,NA
1503,kwam1251,kwm,Kwambi,Kwambi,NA,gm,atla1278,language,safe,-18.0339,15.7294,NA,Africa,NA,NA,NA,NA
1504,ngan1300,nne,Ngandyera,Ngandjera,NA,gm,atla1278,language,safe,-16.6359,21.1928,AO,Africa,NA,NA,NA,NA
1505,ndon1254,ndo,Ndonga,Ndonga (Kwaluudhi),Kwaluudhi,gm,atla1278,language,safe,-17.6417,19.1631,AO NA,NA,NA,NA,NA,NA
1506,ndon1254,ndo,Ndonga,Ndonga (Kolonkadhi),Kolonkadhi,gm,atla1278,language,safe,-17.6417,19.1631,AO NA,NA,NA,NA,NA,NA
1507,ndon1254,ndo,Ndonga,Ndonga (Eunda),Eunda,gm,atla1278,language,safe,-17.6417,19.1631,AO NA,NA,NA,NA,NA,NA
1508,konk1269,xon,Konkomba,Konkomba,Nawaré,gm,atla1278,language,safe,9.82224,0.2783,GH TG,Africa,NA,NA,NA,NA
1509,zagh1240,zag,Beria,Beria,NA,gm,saha1256,language,safe,17.4842,23.4626,LY SD TD,Africa,NA,NA,NA,NA
1510,zayy1238,zwa,Zay,Zway,NA,gm,afro1255,language,definitely endangered,8.01148,38.8258,ET,Africa,1,NA,NA,NA
1511,bomi1238,zmx,Bomitaba,Leke,NA,gm,atla1278,language,vulnerable,1.70044,17.3733,CF CG,Africa,NA,NA,NA,NA
1512,nort2819,bbo,Northern Bobo Madaré,"Bobo, North",Tansila,gm,mand1469,language,safe,12.4182,-4.47538,BF ML,Africa,NA,NA,NA,NA
1513,bena1262,bez,Bena (Tanzania),Bena,NA,gm,atla1278,language,safe,-9.26671,35.0364,TZ,Africa,NA,NA,NA,NA
1514,guin1254,gkp,Guinea Kpelle,"Kpelle, North",NA,gm,mand1469,language,safe,7.93196,-8.98843,GN LR,Africa,NA,NA,NA,NA
1515,kaka1265,kke,Kakabe,Kakabe,NA,gm,mand1469,language,vulnerable,10.5962,-11.4418,GN,Africa,NA,NA,NA,NA
1516,lele1266,llc,Lele (Guinea),Lele,NA,gm,mand1469,language,safe,8.98043,-10.371,GN,Africa,NA,NA,NA,NA
1517,loma1260,lom,Loma (Liberia),Looma,NA,gm,mand1469,language,safe,7.91585,-9.69906,GN LR,Africa,NA,NA,NA,NA
1518,mann1248,mev,Mann,Mano,NA,gm,mand1469,language,safe,7.04616,-8.86405,CI GN LR,Africa,NA,NA,NA,NA
1519,kyen1242,tye,Kyenga,Kyanga,NA,gm,mand1469,language,safe,11.5953,3.58651,BJ NG,Africa,NA,NA,NA,NA
1520,shan1282,sho,Shanga,Shanga,NA,gm,mand1469,language,definitely endangered,11.2752,4.41464,NG,Africa,NA,NA,NA,NA
1521,abur1243,abu,Abure,Abure,NA,gm,atla1278,language,safe,5.21534,-3.64123,CI,Africa,NA,NA,NA,NA
1522,bank1256,abb,Bankon,Bankon,NA,gm,atla1278,language,vulnerable,4.3702,9.6403,CM,Africa,NA,NA,NA,NA
1523,efut1241,afu,Efutu,Efutu,NA,gm,atla1278,dialect,safe,NA,NA,,Africa,NA,NA,NA,NA
1524,aghe1239,agq,Aghem,Aghem,NA,gm,atla1278,language,safe,6.38956,10.0807,CM,Africa,NA,NA,NA,NA
1525,arbo1245,arv,Arbore,Arbore,NA,gm,afro1255,language,definitely endangered,4.92183,36.7986,ET,Africa,NA,NA,6,NA
1526,abid1235,abi,Abidji,Abidji,NA,gm,atla1278,language,safe,5.65656,-4.58421,CI,Africa,NA,NA,NA,NA
1527,adio1239,adj,Adioukrou,Adioukrou,NA,gm,atla1278,language,safe,5.38228,-4.52522,CI,Africa,NA,NA,NA,NA
1528,tiag1235,ahi,Tiagbamrin Aizi,"Aizi, Tiagba",NA,gm,atla1278,language,safe,5.28022,-4.62352,CI,Africa,NA,NA,NA,NA
1529,alla1248,ald,Alladian,Alladian,NA,gm,atla1278,language,safe,5.22371,-4.42647,CI,Africa,NA,NA,NA,NA
1530,begb1241,bqv,Begbere-Ejar,Tinɔr,NA,gm,atla1278,language,safe,9.40519,7.59566,NG,Africa,NA,NA,NA,NA
1531,ngaz1238,zdj,Ngazidja Comorian,Shindazidja,Washili,gm,atla1278,language,safe,-11.6129,43.36,KM,Africa,NA,NA,NA,NA
1532,akpe1248,ibe,Akpes,Akpes,Daja,gm,atla1278,language,definitely endangered,7.50256,5.95559,NG,Africa,NA,NA,NA,NA
1533,eten1239,etx,Eten,Iten,NA,gm,atla1278,language,safe,9.73073,8.61443,NG,Africa,NA,NA,NA,NA
1534,nuer1246,nus,Nuer,Nuer,NA,gm,nilo1247,language,safe,8.13911,32.3829,ET SD,Africa,NA,NA,NA,NA
1535,kagf1238,gel,Ut-Main,West Kainji,NA,gm,atla1278,language,safe,11.5319,4.8387,NG,Africa,NA,NA,NA,NA
1536,idom1241,idu,Idoma,Idu,NA,gm,atla1278,language,safe,7.19139,7.71261,NG,Africa,NA,NA,NA,NA
1537,irig1241,iri,Irigwe,Rigwe,NA,gm,atla1278,language,safe,9.85197,8.6525,NG,Africa,NA,NA,NA,NA
1538,izer1241,izr,Izere,Izere,NA,gm,atla1278,language,safe,9.5,8.7,NG,Africa,NA,NA,NA,NA
1539,jere1244,jer,Jere,Jere,Eboze,gm,atla1278,language,safe,10.1962,8.95834,NG,Africa,NA,NA,NA,NA
1540,legb1242,agb,Legbo,Leggbo,NA,gm,atla1278,language,safe,6.02645,7.98385,NG,Africa,NA,NA,NA,NA
1541,logb1245,lgq,Logba,Logba,NA,gm,atla1278,language,definitely endangered,6.92838,0.43068,GH,Africa,NA,NA,NA,NA
1542,awng1244,awn,Awngi,Awngi,NA,gm,afro1255,language,safe,10.9819,36.6916,ET,Africa,4,NA,NA,NA
1543,glav1244,glw,Glavda,Glavda,NA,gm,afro1255,language,safe,11.1334,13.8652,CM NG,Africa,NA,NA,NA,NA
1544,ahan1244,ahn,Àhàn,Ahaan,NA,gm,atla1278,language,definitely endangered,7.44139,6.00896,NG,Africa,NA,NA,NA,NA
1545,ayer1245,aye,Ayere,Uwu,NA,gm,atla1278,language,safe,7.52206,6.01979,NG,Africa,NA,NA,NA,NA
1546,rong1268,rng,Ronga,Ronga,NA,gm,atla1278,language,safe,-26.7329,32.6167,MZ ZA,Africa,NA,NA,NA,NA
1547,ndzw1235,wni,Ndzwani Comorian,"Comorian, Ndzwani",NA,gm,atla1278,language,safe,-12.2123,44.3709,KM,Africa,NA,NA,NA,NA
1548,sout2790,biv,Southern Birifor,Birifor,NA,gm,atla1278,language,safe,9.2873,-2.72672,BF CI GH,Africa,NA,NA,NA,NA
1549,kuwa1246,cwt,Kuwaataay,Kwatay,NA,gm,atla1278,language,definitely endangered,12.48255,-16.74835,SN,Africa,NA,NA,NA,NA
1550,atti1239,ati,Attié,Attie,Memni,gm,atla1278,language,safe,5.9977,-3.8209,CI,Africa,NA,NA,NA,NA
1551,ango1258,aoa,Angolar,Angolar,NA,gm,indo1319,language,safe,0.11438,6.59486,ST,Africa,NA,NA,NA,NA
1552,east2652,hae,Eastern Oromo,"Oromo, Eastern",Harar,gm,afro1255,language,safe,8.67428,41.4395,ET,Africa,NA,NA,8,NA
1553,uppe1455,pov,Upper Guinea Crioulo,Kriyol,NA,gm,indo1319,language,safe,13.2335066667,-15.33254,GM GW SN US,Africa,NA,NA,NA,NA
1554,akoo1248,bss,Akoose,Akoose,Nyasoso,gm,atla1278,language,safe,4.9243,9.65522,CM,Africa,NA,NA,NA,NA
1555,baka1273,bqz,Bakaka,Bakaka (Mwaneka),Mwaneka,gm,atla1278,language,vulnerable,4.79991,9.80402,CM,Africa,NA,NA,NA,NA
1556,baka1273,bqz,Bakaka,Bakaka (Babong),Babong,gm,atla1278,language,vulnerable,4.79991,9.80402,CM,Africa,NA,NA,NA,NA
1557,baka1273,bqz,Bakaka,Bakaka (Mkaa'),Mkaa',gm,atla1278,language,vulnerable,4.79991,9.80402,CM,Africa,NA,NA,NA,NA
1558,mboc1235,mbo,Mbo (Cameroon),Mbo (Ekanang),Ekanang,gm,atla1278,language,vulnerable,5.13981,9.92766,CM,Africa,NA,NA,NA,NA
1559,bass1260,bsi,Bassossi,Bassossi,Mienge,gm,atla1278,language,safe,5.23655,9.52275,CM,Africa,NA,NA,NA,NA
1560,mboc1235,mbo,Mbo (Cameroon),Mbo (Ngwatta),Ngwatta,gm,atla1278,language,vulnerable,5.13981,9.92766,CM,Africa,NA,NA,NA,NA
1561,libe1240,lir,Kru Pidgin English,Liberian English,NA,gm,pidg1258,language,safe,6.423,-10.5284,LR,Africa,NA,NA,NA,NA
1562,gagu1242,ggu,Gban,Gban,NA,gm,mand1469,language,safe,6.40859,-5.51851,CI,Africa,NA,NA,NA,NA
1563,eton1253,eto,Eton-Mengisa,Eton,NA,gm,atla1278,language,safe,4.21045,11.3935,CM,Africa,NA,NA,NA,NA
1564,reun1238,rcf,Réunion Creole French,Reunionnais,NA,gm,indo1319,language,safe,-21.1131,55.5321,RE,Africa,1,NA,NA,NA
1565,nucl1440,mls,Masalit,Masalit,NA,gm,maba1274,language,safe,13.2733,22.1752,SD TD,Africa,NA,NA,NA,NA
1566,saot1239,cri,Sãotomense,Saotomense,NA,gm,indo1319,language,vulnerable,0.28332,6.61935,ST,Africa,NA,NA,NA,NA
1567,nucl1696,tan,Tangale,Tangale,NA,gm,afro1255,language,vulnerable,9.75444,11.3228,NG,Africa,NA,NA,NA,NA
1568,suku1261,suk,Sukuma,Sukuma,NA,gm,atla1278,language,safe,-3.16082,32.8765,TZ,Africa,NA,NA,NA,NA
1569,mori1278,mfe,Morisyen,Mauritian Creole,Ordinary',gm,indo1319,language,safe,-20.2613,57.5517,MU,Africa,NA,NA,NA,NA
1570,krio1253,kri,Krio,Krio,NA,gm,indo1319,language,safe,10.8811,-14.3204,GM GN SL SN US,Africa,1,NA,NA,NA
1571,kitu1246,ktu,Kituba (Democratic Republic of Congo),Kituba,Kwilu,gm,atla1278,language,safe,-2.29601,17.1548,CD,Africa,NA,NA,NA,NA
1572,akas1242,aks,Akaselem,Akasilimi,NA,gm,atla1278,language,safe,8.8858,1.37035,TG,Africa,NA,NA,NA,NA
1573,tuki1240,bag,Tuki,Tuki,NA,gm,atla1278,language,safe,4.64348,11.5353,CM,Africa,NA,NA,NA,NA
1574,baka1272,bkc,Baka (Cameroon),Baka,NA,gm,atla1278,language,vulnerable,2.16013,13.7804,CF CG CM GA,Africa,NA,NA,NA,NA
1575,bumm1238,bmv,Bum,Bum,NA,gm,atla1278,language,safe,6.48655,10.418,CM,Africa,NA,NA,NA,NA
1576,nucl1683,dbq,Daba,Daba,NA,gm,afro1255,language,vulnerable,10.3521,13.6318,CM NG,Africa,NA,NA,NA,NA
1577,gava1241,gou,Gavar,Gavar,NA,gm,afro1255,language,safe,10.5603,13.8188,CM,Africa,NA,NA,NA,NA
1578,gude1246,gde,Gude,Gu'de,NA,gm,afro1255,language,safe,10.2138,13.403,CM NG,Africa,NA,NA,NA,NA
1579,lang1322,lno,Lango (Sudan),Lango,NA,gm,nilo1247,language,safe,4.04948,33.0412,SD UG,Africa,NA,NA,NA,NA
1580,igoo1238,ahl,Igo,Igo,NA,gm,atla1278,language,definitely endangered,7.25499,0.67846,GH TG,Africa,NA,NA,NA,NA
1581,kako1242,kkj,Kako,Kako,NA,gm,atla1278,language,safe,3.79989,15.6282,CF CG CM,Africa,NA,NA,NA,NA
1582,kwan1276,knp,Kwanja,Kwanja,Sundani,gm,atla1278,language,critically endangered,6.30293,11.6931,CM,Africa,NA,NA,NA,NA
1583,came1252,mcu,Donga Mambila,Mambila,Atta,gm,atla1278,language,definitely endangered,6.43829,11.41953,CM NG,Africa,NA,NA,NA,NA
1584,mere1246,meq,Merey,Mere,NA,gm,afro1255,language,safe,10.7458,14.09,CM,Africa,NA,NA,NA,NA
1585,wand1278,mfi,Wandala,Mandara,NA,gm,afro1255,language,safe,11.3169,13.8996,CM NG,Africa,NA,NA,NA,NA
1586,chon1287,coh,Chonyi-Dzihana-Kauma,Chonyi,NA,gm,atla1278,language,safe,-6.518,38.672,KE,Africa,NA,NA,NA,NA
1587,digo1243,dig,Digo,Digo,NA,gm,atla1278,language,safe,-4.62101,39.1752,KE TZ,Africa,NA,NA,NA,NA
1588,duru1249,dug,Duruma,Duruma,NA,gm,atla1278,language,safe,-4.09629,39.322,KE TZ,Africa,NA,NA,NA,NA
1589,giry1241,nyf,Giryama,Giryama,NA,gm,atla1278,language,safe,-3.30638,39.6648,KE,Africa,NA,NA,NA,NA
1590,giry1241,nyf,Giryama,Jiβana,NA,gm,atla1278,language,safe,-3.30638,39.6648,KE,Africa,NA,NA,NA,NA
1591,kamb1298,nyf,Kambe,Kambe,NA,gm,atla1278,dialect,safe,NA,NA,,Africa,NA,NA,NA,NA
1592,kaum1238,nyf,Kauma,Kauma,NA,gm,atla1278,dialect,safe,NA,NA,,Africa,NA,NA,NA,NA
1593,giry1241,nyf,Giryama,Raβai,NA,gm,atla1278,language,safe,-3.30638,39.6648,KE,Africa,NA,NA,NA,NA
1594,giry1241,nyf,Giryama,Reβe,NA,gm,atla1278,language,safe,-3.30638,39.6648,KE,Africa,NA,NA,NA,NA
1595,vame1236,mlr,Vame,Vame,NA,gm,afro1255,language,safe,10.9481,14.2131,CM,Africa,NA,NA,NA,NA
1596,mmaa1238,mmu,Mmaala,Numala,NA,gm,atla1278,language,vulnerable,4.52188,11.0599,CM,Africa,NA,NA,NA,NA
1597,mpad1242,mpi,Mpade,Kotoko,Makary,gm,afro1255,language,vulnerable,12.4609,14.5833,CM NG TD,Africa,NA,NA,4,NA
1598,mofu1248,mif,Mofu-Gudur,"Mofu, South",Gudur,gm,afro1255,language,safe,10.567,14.0314,CM,Africa,NA,NA,NA,NA
1599,mbee1249,mfo,Mbe,Mbe,NA,gm,atla1278,language,safe,6.57067,8.82998,NG,Africa,NA,NA,NA,NA
1600,ncan1245,ncr,Ncane,Nchane,NA,gm,atla1278,language,safe,6.50696,10.5312,CM,Africa,NA,NA,NA,NA
1601,mfum1238,nfu,Southern Mfumte,Mfumte,NA,gm,atla1278,language,safe,6.6,10.936386,CM NG,Africa,NA,NA,NA,NA
1602,njye1238,njy,Njyem,Njem,NA,gm,atla1278,language,safe,2.30483,14.1175,CG CM,Africa,NA,NA,NA,NA
1603,buam1238,box,Buamu,Bwamut,Bondoukuy,gm,atla1278,language,safe,11.1687,-3.50303,BF ML,Africa,NA,NA,NA,NA
1604,kwam1250,ktf,Kwami,Kwami,NA,gm,atla1278,language,safe,-1.53712,27.4633,CD,Africa,NA,NA,NA,NA
1605,guro1248,goa,Guro,Gouro,NA,gm,mand1469,language,safe,7.34954,-6.31154,CI,Africa,NA,NA,NA,NA
1606,kabu1256,kea,Kabuverdianu,Cape Verde Creole,NA,gm,indo1319,language,safe,15.0586,-23.6148,CV,Africa,NA,NA,NA,NA
1607,boun1243,nku,Bouna Kulango,Kulango,Bouna,gm,atla1278,language,safe,8.46011,-2.74627,BF CI GH,Africa,NA,NA,NA,NA
1608,tsam1247,tsb,Tsamai,Ts'amakko,NA,gm,afro1255,language,definitely endangered,5.3097,36.9139,ET,Africa,2,NA,5,NA
1609,cent2194,tzm,Central Moroccan Berber,Tamazight Berber,NA,gm,afro1255,language,safe,32.7415,-2.40872,DZ MA,Africa,2,NA,NA,NA
1610,siwi1239,siz,Siwi,Siwi,NA,gm,afro1255,language,vulnerable,29.200415,25.519627,EG,Africa,1,NA,NA,NA
1611,ndam1239,ndj,Ndamba,Ndamba,NA,gm,atla1278,language,vulnerable,-8.40485,36.0271,TZ,Africa,NA,NA,NA,NA
1612,bare1279,bva,Barain,Barein (Jalkiya),Jalkiya,gm,afro1255,language,definitely endangered,11.1168,18.0764,TD,Africa,NA,NA,NA,NA
1613,bare1279,bva,Barain,Barein (Giliya),Giliya,gm,afro1255,language,definitely endangered,11.1168,18.0764,TD,Africa,NA,NA,NA,NA
1614,bare1279,bva,Barain,Barein (Jalking),Jalking,gm,afro1255,language,definitely endangered,11.1168,18.0764,TD,Africa,NA,NA,NA,NA
1615,bare1279,bva,Barain,Barein (Komiya),Komiya,gm,afro1255,language,definitely endangered,11.1168,18.0764,TD,Africa,NA,NA,NA,NA
1616,gaam1241,tbi,Gaam,Gaahmg,NA,gm,east2386,language,safe,11.4674,33.9797,SD,Africa,NA,NA,NA,NA
1617,abar1238,mij,Mungbam,Mungbam,Munken,gm,atla1278,language,definitely endangered,6.5805,10.2267,CM,Africa,NA,NA,NA,NA
1618,mund1328,boe,Mundabli,Mundabli,NA,gm,atla1278,language,definitely endangered,6.59969,10.2704,CM,Africa,NA,NA,NA,NA
1619,mbuu1238,muc,Ajumbu,Ajumbu,NA,gm,atla1278,language,definitely endangered,6.53792,10.2556,CM,Africa,NA,NA,NA,NA
1620,kosh1246,kid,Koshin,Koshin,NA,gm,atla1278,language,definitely endangered,6.5817,10.299,CM,Africa,NA,NA,NA,NA
1621,fang1248,fak,Fang (Cameroon),Fang,NA,gm,atla1278,language,definitely endangered,6.54384,10.319,CM,Africa,NA,NA,NA,NA
1622,kura1250,knk,Kuranko,Kuranko,NA,gm,mand1469,language,safe,9.49325,-10.6122,GN SL,Africa,NA,NA,NA,NA
1623,niel1243,nie,Niellim,Lwaa,NA,gm,atla1278,language,definitely endangered,9.70362,17.81346,TD,Africa,NA,NA,NA,NA
1624,nort3047,gis,North Giziga,Gisiga,North,gm,afro1255,language,safe,10.6755,14.219,CM,Africa,NA,NA,NA,NA
1625,mogh1246,mgo,Moghamo,Moghamo,NA,gm,atla1278,dialect,safe,NA,NA,,Africa,NA,NA,NA,NA
1626,mokp1239,bri,Mokpwe,Mokpwe,NA,gm,atla1278,language,vulnerable,4.24178,9.23887,CM,Africa,NA,NA,NA,NA
1627,siam1242,sif,Siamou,Siamou,NA,gm,,language,safe,10.998,-4.92143,BF CI ML,Africa,NA,NA,NA,NA
1628,ngie1241,nnh,Ngiemboon,Ngiemboon,NA,gm,atla1278,language,safe,5.56777,10.1266,CM,Africa,NA,NA,NA,NA
1629,nugu1242,yas,Nugunu (Cameroon),Nugunu,NA,gm,atla1278,language,safe,4.63103,11.1837,CM,Africa,NA,NA,NA,NA
1630,tigo1236,nza,Tigon Mbembe,Mbembe,NA,gm,atla1278,language,safe,6.983995,10.70849,CM NG,Africa,NA,NA,NA,NA
1631,orma1241,orc,Orma,Orma,NA,gm,afro1255,language,safe,-1.79489,39.60749,KE,Africa,NA,NA,4,NA
1632,piny1238,pny,Pinyin,Pinyin,NA,gm,atla1278,language,safe,5.7991,10.0682,CM,Africa,NA,NA,NA,NA
1633,pana1294,pnz,Pana,Pana,NA,gm,atla1278,dialect,safe,NA,NA,,Africa,NA,NA,NA,NA
1634,reel1238,atu,Reel,Thok Reel,NA,gm,nilo1247,language,vulnerable,6.32234,30.49451,SD,Africa,NA,NA,NA,NA
1635,wuzl1236,udl,Wuzlam,Ouldeme,NA,gm,afro1255,language,safe,10.955,14.1378,CM,Africa,1,NA,NA,NA
1636,lese1243,les,Lese,Balese,NA,gm,cent2225,language,safe,1.3,29.3,CD,Africa,NA,NA,NA,NA
1637,tour1242,neb,Toura (Côte d'Ivoire),Toura,NA,gm,mand1469,language,safe,7.76747,-7.33105,CI,Africa,NA,NA,NA,NA
1638,gwen1239,gwe,Gweno,Kigweno,NA,gm,atla1278,language,definitely endangered,-3.68407,37.6827,KE TZ,Africa,NA,NA,NA,NA
1639,sumb1240,suw,Sumbwa,Sisumbwa,NA,gm,atla1278,language,safe,-3.47335,31.9457,TZ,Africa,NA,NA,NA,NA
1640,zinz1238,zin,Zinza,Luzinza,NA,gm,atla1278,language,vulnerable,-2.64132,32.1755,TZ,Africa,NA,NA,NA,NA
1641,meru1245,mer,Meru,Kimeru,NA,gm,atla1278,language,safe,0.26484,37.7396,KE,Africa,NA,NA,NA,NA
1642,kahe1238,hka,Kahe,Kikahe,NA,gm,atla1278,language,vulnerable,-3.51412,37.5759,KE TZ,Africa,NA,NA,NA,NA
1643,hang1260,han,Hangaza,Kihangaza,NA,gm,atla1278,language,safe,-2.52347,30.7074,BI TZ,Africa,NA,NA,NA,NA
1644,moch1256,old,Mochi,Kimochi,NA,gm,atla1278,language,safe,-3.33743,37.3357,TZ,Africa,NA,NA,NA,NA
1645,suba1252,ssc,Suba-Simbiti,Kisimbiti,NA,gm,atla1278,language,vulnerable,-1.103296,34.268,TZ,Africa,NA,NA,NA,NA
