InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click,family_id,parent_id,name,bookkeeping,level,status,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids,glottocode,isocodes,macroarea
579,tlin1245,tli,TLINGIT,NA,0071+02B7,qʷ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
579,tlin1245,tli,TLINGIT,NA,0071+02B7+02BC,qʷʼ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
579,tlin1245,tli,TLINGIT,NA,0071+02BC,qʼ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
579,tlin1245,tli,TLINGIT,NA,0262,ɢ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
579,tlin1245,tli,TLINGIT,NA,0262+02B7,ɢʷ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
579,tlin1245,tli,TLINGIT,NA,03C7,χ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
579,tlin1245,tli,TLINGIT,NA,03C7+02B7,χʷ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
579,tlin1245,tli,TLINGIT,NA,03C7+02B7+02BC,χʷʼ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
579,tlin1245,tli,TLINGIT,NA,03C7+02BC,χʼ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-,atha1245,atha1245,Tlingit,False,language,critically endangered,59.4447,-135.29,tli,NA,NA,0,0,0,CA US,tlin1245,tli,North America
585,papa1238,top,TOTONAC,NA,0071,q,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,toto1251,lowl1271,Papantla Totonac,False,language,safe,20.5671,-97.2554,top,NA,NA,0,0,0,MX,papa1238,top,North America
591,lish1246,trg,NEO-ARAMAIC,NA,0071,q,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,afro1255,tran1290,Lishán Didán,False,language,definitely endangered,38,47,trg,NA,NA,0,0,7,AZ GE IL,NA,NA,NA
591,lish1246,trg,NEO-ARAMAIC,NA,0281,ʁ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-,afro1255,tran1290,Lishán Didán,False,language,definitely endangered,38,47,trg,NA,NA,0,0,7,AZ GE IL,NA,NA,NA
591,lish1246,trg,NEO-ARAMAIC,NA,03C7,χ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,afro1255,tran1290,Lishán Didán,False,language,definitely endangered,38,47,trg,NA,NA,0,0,7,AZ GE IL,NA,NA,NA
592,nucl1649,tsi,TSIMSHIAN,NA,0071,q,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,tsim1258,tsim1258,Southern-Coastal Tsimshian,False,language,critically endangered,52.59103,-128.544545,tsi,NA,NA,0,0,2,CA US,nucl1649,tsi,North America
592,nucl1649,tsi,TSIMSHIAN,NA,0071+02BC,qʼ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-,tsim1258,tsim1258,Southern-Coastal Tsimshian,False,language,critically endangered,52.59103,-128.544545,tsi,NA,NA,0,0,2,CA US,nucl1649,tsi,North America
592,nucl1649,tsi,TSIMSHIAN,NA,0262,ɢ,NA,FALSE,consonant,upsid,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-,tsim1258,tsim1258,Southern-Coastal Tsimshian,False,language,critically endangered,52.59103,-128.544545,tsi,NA,NA,0,0,2,CA US,nucl1649,tsi,North America
